Anio;Mes;Dia;Hora;Monitorizar;Redirigir;Interno;Externo;Externo;Cableada;Wifi
2014;12;12;21;384;193;6457;45156;45156;4776;2258
2014;12;12;22;366;182;5767;40619;40619;4169;2146
2014;12;12;23;380;165;5578;35589;35589;4553;1570
2014;12;13;00;383;92;4296;25242;25242;4017;754
2014;12;13;01;383;50;3655;12935;12935;3863;225
2014;12;13;02;384;17;3725;7767;7767;3827;299
2014;12;13;03;384;14;3621;4612;4612;3850;169
2014;12;13;04;384;4;3478;1945;1945;3826;40
2014;12;13;05;384;7;3446;2643;2643;3825;12
2014;12;13;06;384;6;3463;2271;2271;3820;33
2014;12;13;07;384;9;3622;2901;2901;3825;190
2014;12;13;08;384;53;4158;12343;12343;4054;541
2014;12;13;09;384;145;6701;26659;26659;4709;2521
2014;12;13;10;384;238;7764;52570;52570;4597;3789
2014;12;13;11;384;343;10460;66703;66703;6040;5147
2014;12;13;12;384;343;9326;70555;70555;5576;4477
2014;12;13;13;384;290;7338;65914;65914;5099;2913
2014;12;13;14;384;189;6216;49381;49381;4469;2320
2014;12;13;15;384;262;6731;56550;56550;4759;2618
2014;12;13;16;384;308;8522;58853;58853;5000;4214
2014;12;13;17;384;268;8663;65338;65338;5600;3715
2014;12;13;18;384;310;8257;65227;65227;5380;3571
2014;12;13;19;384;255;6896;55843;55843;5078;2457
2014;12;13;20;384;213;5261;48429;48429;4435;1423
2014;12;13;21;384;183;4950;38256;38256;4416;1101
2014;12;13;22;384;166;4497;33228;33228;4203;844
2014;12;13;23;384;127;4487;33371;33371;4235;763
2014;12;14;00;384;84;3988;21054;21054;4025;431
2014;12;14;01;384;45;3596;12037;12037;3874;151
2014;12;14;02;384;14;3591;5256;5256;3828;161
2014;12;14;03;384;16;3629;3229;3229;3825;204
2014;12;14;04;384;8;3588;2779;2779;3968;12
2014;12;14;05;384;4;3550;1387;1387;3933;5
2014;12;14;06;384;7;3472;1510;1510;3822;41
2014;12;14;07;384;10;3560;2386;2386;3826;128
2014;12;14;08;384;35;3645;7938;7938;3874;190
2014;12;14;09;384;112;5489;24825;24825;4470;1515
2014;12;14;10;384;219;6803;44334;44334;4522;2884
2014;12;14;11;384;400;7956;78050;78050;5190;3550
2014;12;14;12;384;425;9446;85832;85832;4513;5742
2014;12;14;13;384;355;6517;73055;73055;4952;2304
2014;12;14;14;384;247;5712;53635;53635;4601;1742
2014;12;14;15;384;326;8771;65274;65274;5462;4019
2014;12;14;16;384;348;9642;78369;78369;5827;4547
2014;12;14;17;384;442;11161;90539;90539;5351;6636
2014;12;14;18;384;488;12127;100874;100874;6098;6901
2014;12;14;19;384;481;10716;101560;101560;5070;6511
2014;12;14;20;384;427;8583;93252;93252;4921;4473
2014;12;14;21;384;403;7568;83124;83124;4940;3415
2014;12;14;22;384;344;7238;80355;80355;4708;3258
2014;12;14;23;384;298;5944;66615;66615;4512;2114
2014;12;15;00;384;149;5023;36199;36199;4124;1432
2014;12;15;01;384;82;4308;17419;17419;4062;712
2014;12;15;02;384;33;3815;7999;7999;4085;147
2014;12;15;03;384;14;3597;4266;4266;3839;156
2014;12;15;04;384;14;3513;3386;3386;3835;76
2014;12;15;05;383;9;3522;3216;3216;3825;89
2014;12;15;06;384;28;3673;6895;6895;3886;199
2014;12;15;07;384;73;6057;15109;15109;4615;1899
2014;12;15;08;384;289;38378;29304;29304;16807;22244
2014;12;15;09;384;464;68706;50232;50232;31971;37583
2014;12;15;10;384;643;93606;71862;71862;52698;41935
2014;12;15;11;384;728;90172;82966;82966;44168;47116
2014;12;15;12;383;701;92011;82954;82954;51882;41213
2014;12;15;13;384;539;56739;77466;77466;35415;22247
2014;12;15;14;384;494;41976;75397;75397;26856;15998
2014;12;15;15;384;666;72782;97238;97238;34999;38833
2014;12;15;16;384;655;63672;92275;92275;29210;35501
2014;12;15;17;384;657;59721;103576;103576;30978;29784
2014;12;15;18;384;677;50958;107997;107997;27513;24506
2014;12;15;19;384;618;27549;99322;99322;13252;15299
2014;12;15;20;384;496;15624;88818;88818;8034;8470
2014;12;15;21;384;476;8465;84813;84813;5314;4011
2014;12;15;22;384;424;7844;81051;81051;5069;3583
2014;12;15;23;384;325;6308;60445;60445;4497;2520
2014;12;16;00;384;148;5489;35562;35562;4141;1880
2014;12;16;01;384;66;4153;15159;15159;3881;722
2014;12;16;02;384;27;4075;8306;8306;3837;649
2014;12;16;03;384;13;3702;4811;4811;3846;253
2014;12;16;04;384;13;3490;3065;3065;3835;52
2014;12;16;05;384;10;3445;3062;3062;3828;11
2014;12;16;06;383;16;3485;6685;6685;3833;51
