Anio;Mes;Dia;Hora;Monitorizar;Redirigir;Interno;Externo;Externo;Cableada;Wifi
2013;12;25;03;384;13;3000;1883;1883;3397;0
2013;12;25;04;384;6;3013;1532;1532;3403;0
2013;12;25;05;384;17;3000;1420;1420;3401;0
2013;12;25;06;384;10;2999;1235;1235;3393;0
2013;12;25;07;384;14;3000;1208;1208;3398;0
2013;12;25;08;384;18;2998;3572;3572;3400;0
2013;12;25;09;384;38;3149;7314;7314;3571;0
2013;12;25;10;384;43;3106;19336;19336;3533;0
2013;12;25;11;384;63;3269;32855;32855;3716;0
2013;12;25;12;384;79;3241;39059;39059;3568;136
2013;12;25;13;384;80;3267;35957;35957;3666;65
2013;12;25;14;384;61;3227;29557;29557;3638;34
2013;12;25;15;384;65;3403;29306;29306;3628;224
2013;12;25;16;384;71;3395;32982;32982;3610;240
2013;12;25;17;384;79;3938;36763;36763;3640;761
2013;12;25;18;384;93;3464;41449;41449;3611;330
2013;12;25;19;384;108;3167;44041;44041;3657;2
2013;12;25;20;384;121;3534;44801;44801;3610;429
2013;12;25;21;384;80;3322;38277;38277;3639;147
2013;12;25;22;384;87;3161;34450;34450;3579;53
2013;12;25;23;384;57;3270;30165;30165;3591;120
2013;12;26;00;384;39;3107;19819;19819;3530;0
2013;12;26;01;384;22;3300;9452;9452;3459;247
2013;12;26;02;384;11;3000;6002;6002;3395;0
2013;12;26;03;384;7;2999;1906;1906;3390;0
2013;12;26;04;384;12;3140;1344;1344;3410;126
2013;12;26;05;384;5;2999;983;983;3388;0
2013;12;26;06;384;8;3000;2226;2226;3392;0
2013;12;26;07;384;25;3257;5297;5297;3408;258
